,City Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
356,Phayao,32,TH,1618522495,73,19.25,100.25,296.45,1.48
357,Haimen,75,CN,1618522495,77,23.1935,116.6142,293.15,3.0
358,Kouango,58,CF,1618522496,63,4.9934,19.9619,297.96,2.09
359,Ciudad Bolivar,99,VE,1618522496,45,8.1222,-63.5497,305.27,3.14
360,Taoudenni,1,ML,1618522496,11,22.6783,-3.9836,302.75,4.4
361,Cayenne,40,GF,1618522497,78,4.9333,-52.3333,301.15,3.6
362,Schwaz,90,AT,1618522497,65,47.3391,11.7336,276.15,0.51
363,Uglovoye,100,UA,1618522497,67,44.8215,33.6045,281.48,4.0
364,Zbarazh,100,UA,1618522497,96,49.6636,25.7762,274.52,5.66
365,Tete,0,MZ,1618522498,83,-16.1564,33.5867,295.93,1.54
366,Erenhot,77,CN,1618522498,45,43.6475,111.9767,273.43,5.43
367,Guarapari,0,BR,1618522498,65,-20.6667,-40.4975,298.15,4.12
368,Hasaki,40,JP,1618522499,87,35.7333,140.8333,281.15,2.06
369,Cairns,40,AU,1618522444,88,-16.9167,145.7667,296.15,1.03
370,Rørvik,75,NO,1618522499,100,64.8621,11.2373,278.15,3.09
371,Orcopampa,20,PE,1618522499,48,-15.2661,-72.3417,285.85,4.26
372,Hearst,100,CA,1618522500,93,49.6835,-83.6665,271.15,4.12
373,Yangi Marg`ilon,73,UZ,1618522500,58,40.4272,71.7189,287.15,1.03
374,Ancud,40,CL,1618522501,76,-41.8697,-73.8203,287.04,1.54
375,Sehithwa,13,BW,1618522501,32,-20.4667,22.7167,293.23,1.63
376,Bayburt,13,TR,1618522501,83,40.2589,40.2278,277.94,1.16
377,Fare,93,PF,1618522502,74,-16.7,-151.0167,300.88,4.8
378,Pitrufquén,75,CL,1618522502,77,-38.9833,-72.65,290.15,3.6
379,Norman Wells,20,CA,1618522502,53,65.282,-126.8329,281.15,3.09
380,Port Hardy,1,CA,1618522206,58,50.6996,-127.4199,286.15,2.06
381,Waipawa,1,NZ,1618522503,63,-41.4122,175.5153,291.15,8.23
382,Yārāda,20,IN,1618522503,83,17.65,83.2667,299.15,1.03
383,Sola,75,VU,1618522503,84,-13.8833,167.55,302.15,5.85
384,Ukiah,1,US,1618522504,27,39.1502,-123.2078,296.15,3.09
385,Olafsvik,100,IS,1618522504,97,64.8945,-23.7142,280.01,10.05
386,Suntar,87,RU,1618522504,83,62.1444,117.6319,268.17,4.01
387,Bela,4,IN,1618522505,17,25.9333,81.9833,302.14,4.31
388,Clarence Town,75,AU,1618522505,82,-32.5833,151.7833,288.15,2.57
389,Cuenca,75,EC,1618522505,56,-2.8833,-78.9833,294.15,5.14
390,Gravelbourg,100,CA,1618522506,75,49.8834,-106.5512,274.15,3.09
391,Rizhao,76,CN,1618522506,63,35.4275,119.4553,282.57,2.88
392,Gillette,90,US,1618522506,86,44.2911,-105.5022,274.82,3.09
393,Sovetskiy,4,RU,1618522507,73,61.3614,63.5842,273.3,4.85
394,San Felipe,84,VE,1618522507,80,10.3399,-68.7425,299.39,2.95
395,Ozernovskiy,100,RU,1618522507,64,51.5,156.5167,272.03,6.59
396,Chui,100,UY,1618522508,93,-33.6971,-53.4616,292.33,1.82
397,Champerico,75,GT,1618522508,55,14.3,-91.9167,307.15,6.17
398,Clyde River,20,CA,1618522508,78,70.4692,-68.5914,259.15,11.32
399,Kashgar,75,CN,1618522509,38,39.4547,75.9797,288.15,3.0
400,Eucaliptus,3,BO,1618522509,30,-17.5833,-67.5167,288.59,1.84
401,Zhengjiatun,79,CN,1618522509,49,43.5064,123.5064,280.2,10.86
402,Tautira,40,PF,1618522510,66,-17.7333,-149.15,304.15,6.69
403,Sumter,98,US,1618522510,74,28.7086,-82.0831,297.04,2.68
404,Victor Harbor,61,AU,1618522510,91,-35.5667,138.6167,286.48,3.22
405,Kaili,100,ID,1618522510,95,-3.4626,120.2147,291.58,1.29
406,Aquidauana,48,BR,1618522511,33,-20.4711,-55.7872,302.89,1.63
407,Mossamedes,19,AO,1618522511,77,-15.1961,12.1522,300.3,1.15
408,Boende,100,CD,1618522511,99,-0.2167,20.8667,294.93,0.52
409,Bukama,64,CD,1618522512,95,-9.2,25.85,293.42,1.5
410,Kandrian,98,PG,1618522512,82,-6.2167,149.55,299.61,1.18
411,Takapau,5,NZ,1618522512,71,-40.0333,176.35,290.37,2.68
412,Sol'-Iletsk,0,RU,1618522513,54,51.1631,54.9918,284.07,3.25
413,Lakhdenpokh'ya,6,RU,1618522513,83,61.5198,30.1992,275.93,2.09
414,Ola,100,RU,1618522513,88,59.5833,151.2833,267.59,3.15
415,Itoman,75,JP,1618522514,94,26.1247,127.6694,293.15,4.63
416,Camacha,40,PT,1618522514,77,33.0833,-16.3333,291.15,6.17
417,Koson,0,UZ,1618522514,51,39.0375,65.585,287.15,2.06
418,Paphos,0,CY,1618522261,82,34.7667,32.4167,287.15,2.06
419,Nuuk,75,GL,1618522515,62,64.1835,-51.7216,265.15,7.2
420,Verkh-Chebula,100,RU,1618522515,96,56.0308,87.6218,277.29,7.09
421,Røros,90,NO,1618522516,86,62.5747,11.3842,273.15,0.51
422,Lewiston,1,US,1618522516,46,44.1003,-70.2148,283.15,4.12
423,Biak,100,ID,1618522516,81,-0.9131,122.8766,297.1,1.93
424,Ghanzi,19,BW,1618522517,31,-21.5667,21.7833,292.87,1.01
425,Province of Trapani,75,IT,1618522517,100,37.8333,12.6667,286.15,2.06
426,Salalah,0,OM,1618522517,78,17.0151,54.0924,300.15,2.06
427,Lata,56,PT,1618522518,82,40.1629,-8.3327,288.71,0.45
428,Aykhal,100,RU,1618522518,93,66.0,111.5,266.08,7.54
429,Gravdal,54,NO,1618522518,87,68.1214,13.5031,277.76,5.83
430,Sistranda,40,NO,1618522518,93,63.7256,8.834,278.15,3.09
431,Port Blair,99,IN,1618522519,73,11.6667,92.75,300.94,2.27
432,Koslan,0,RU,1618522519,72,63.4564,48.8989,272.48,1.69
433,Aitape,98,PG,1618522519,80,-3.1374,142.3475,299.66,1.57
434,Laguna de Perlas,40,NI,1618522520,74,12.3429,-83.6712,303.15,2.06
435,Bahía Solano,99,CO,1618522520,88,6.2262,-77.4044,299.69,4.04
436,Fengzhen,54,CN,1618522520,32,40.4394,113.1536,273.94,1.8
437,Vung Tau,46,VN,1618522521,78,10.346,107.0843,299.95,3.39
438,Gualeguay,0,AR,1618522521,79,-33.1416,-59.3097,293.41,1.59
439,Yashan,98,CN,1618522521,89,22.1975,109.9419,296.88,1.13
440,Quelimane,0,MZ,1618522344,83,-17.8786,36.8883,298.15,2.57
441,Mahon,40,ES,1618522522,76,39.8885,4.2658,285.15,3.6
442,Pacific Grove,1,US,1618522423,48,36.6177,-121.9166,291.15,5.14
443,Evensk,100,RU,1618522522,95,61.95,159.2333,268.78,1.65
444,Souillac,75,MU,1618522523,94,-20.5167,57.5167,298.15,0.51
445,Zvenyhorodka,100,UA,1618522523,84,49.0787,30.9675,280.77,1.1
446,Marabba,0,SD,1618522523,9,12.35,32.1833,302.67,5.7
447,Luena,58,AO,1618522524,90,-11.7833,19.9167,289.12,1.45
448,Mayo,40,US,1618522524,39,38.8876,-76.5119,290.15,5.14
449,Merritt Island,1,US,1618522524,44,28.5392,-80.672,303.15,4.63
450,Şabyā,0,SA,1618522524,74,17.1495,42.6254,302.15,3.6
451,Socorro,90,US,1618522525,10,31.6546,-106.3033,301.15,5.66
452,Izhmorskiy,100,RU,1618522525,97,56.194,86.6414,276.47,6.44
453,Acapulco de Juárez,40,MX,1618522479,66,16.8634,-99.8901,303.15,4.12
454,Praia da Vitória,20,PT,1618522526,82,38.7333,-27.0667,290.37,3.13
455,Outjo,4,NA,1618522526,36,-20.1167,16.15,291.97,3.98
456,Lázaro Cárdenas,0,MX,1618522526,53,17.9583,-102.2,302.12,6.08
457,Pangkalanbuun,73,ID,1618522526,98,-2.6833,111.6167,295.7,0.52
458,Ishigaki,75,JP,1618522527,94,24.3448,124.1572,297.15,4.12
459,Alihe,100,CN,1618522527,54,50.5667,123.7167,273.79,4.85
460,Yarovoy,20,RU,1618522527,89,52.9273,78.58,281.68,3.14
461,Nioro,77,GM,1618522528,47,13.35,-15.75,300.03,4.26
462,Teruel,20,ES,1618522528,100,40.6667,-0.6667,281.15,1.54
463,Ulaanbaatar,40,MN,1618522528,73,47.9077,106.8832,266.15,5.0
464,Kantunilkín,20,MX,1618522378,55,21.0917,-87.45,304.15,5.14
465,Puerto Carreño,52,CO,1618522529,54,6.189,-67.4859,304.57,2.34
466,Coahuayana Viejo,1,MX,1618522529,48,18.7333,-103.6833,304.15,2.57
467,Birao,4,CF,1618522530,9,10.2849,22.7882,299.15,2.9
468,Calama,0,CL,1618522530,20,-22.4667,-68.9333,295.15,10.8
469,Vytegra,5,RU,1618522530,91,61.0064,36.4481,271.63,1.8
470,Horki,98,BY,1618522322,93,54.2861,30.9842,282.65,5.36
471,Praxédis Guerrero,90,MX,1618522531,10,31.3667,-106.0167,301.15,5.66
472,Methóni,59,GR,1618522531,54,36.8197,21.7049,288.15,3.6
473,Kabalo,79,CD,1618522531,95,-6.05,26.9167,294.34,1.4
474,Solnechnyy,49,RU,1618522532,68,50.7214,136.6319,272.1,1.53
475,Hobyo,50,SO,1618522532,64,5.3505,48.5268,300.92,4.61
476,Ngaoundéré,99,CM,1618522532,81,7.3167,13.5833,293.41,0.62
477,Chotila,0,IN,1618522533,100,22.4167,71.1833,300.93,6.4
478,Ouésso,83,CG,1618522533,85,1.6136,16.0517,296.1,1.22
479,Aswān,0,EG,1618522533,13,24.0934,32.907,298.35,3.34
480,Gambo,96,CF,1618522534,78,4.6482,22.2633,293.96,1.27
481,Lábrea,100,BR,1618522534,94,-7.2586,-64.7981,298.35,1.35
482,Russell,90,US,1618522534,64,32.3502,-85.1999,295.37,3.6
483,Whitehorse,40,CA,1618522535,46,60.7161,-135.0538,281.15,2.57
484,Kaihua,84,CN,1618522535,84,23.3687,104.28,291.16,3.42
485,Khuzhir,76,RU,1618522535,84,53.1939,107.3397,268.3,3.0
486,Bandraboua,0,YT,1618522536,89,-12.7044,45.1223,299.15,1.03
487,Churapcha,99,RU,1618522536,94,62.0025,132.4325,267.78,3.19
488,Perth,0,AU,1618522254,72,-31.9333,115.8333,289.26,3.6
489,Kingman,1,US,1618522300,13,35.1894,-114.053,293.15,4.63
490,Dossor,38,KZ,1618522536,58,47.5272,52.9811,287.41,6.9
491,Lielvārde,0,LV,1618522537,53,56.7207,24.8074,280.15,5.66
492,Okakarara,5,NA,1618522537,33,-20.5833,17.4333,289.19,2.0
493,Saint-Leu,0,RE,1618522537,83,-21.15,55.2833,297.15,2.06
494,Provideniya,75,RU,1618522538,73,64.3833,-173.3,266.15,2.84
495,Meulaboh,100,ID,1618522538,83,4.1363,96.1285,298.6,0.81
496,Tual,98,ID,1618522538,73,-5.6667,132.75,301.39,4.83
497,Vrangel',65,RU,1618522539,86,42.7297,133.0839,278.56,5.79
498,Los Llanos de Aridane,20,ES,1618522539,73,28.6585,-17.9182,293.15,9.77
499,Yambio,60,SS,1618522504,76,4.5721,28.3955,295.4,3.17
500,Grindavik,75,IS,1618522539,100,63.8424,-22.4338,281.15,12.86
501,Omsukchan,99,RU,1618522540,91,62.5333,155.8,265.47,2.52
502,San Cristobal,40,VE,1618522540,62,7.7669,-72.225,303.15,3.6
503,Letlhakane,0,BW,1618522540,39,-21.4167,25.5833,293.3,3.89
504,Gamba,100,GA,1618522541,88,-2.65,10.0,299.4,1.85
505,Aksarka,9,RU,1618522541,80,66.5606,67.7975,257.74,4.49
506,Wajima,8,JP,1618522541,65,37.4,136.9,284.02,4.22
507,Kemijärvi,19,FI,1618522542,96,66.7131,27.4306,271.39,2.0
508,Aldan,45,RU,1618522542,82,58.6031,125.3894,266.48,4.38
509,Abaza,43,RU,1618522542,93,52.655,90.0928,274.06,2.12
510,Simao,3,CN,1618522543,48,22.7886,100.9748,289.9,1.0
511,Haradok,100,BY,1618522543,92,55.4624,29.9816,280.36,7.05
512,Karpogory,31,RU,1618522543,71,64.0019,44.4451,272.65,2.3
513,Arman',97,RU,1618522544,80,59.7,150.1667,268.26,1.52
514,Hue,20,VN,1618522260,94,16.4667,107.6,298.15,1.54
515,Porto Empedocle,100,IT,1618522544,92,37.2934,13.5264,283.15,4.71
516,Bolpur,69,IN,1618522544,42,23.6667,87.7167,299.34,3.26
517,Sturgis,90,US,1618522462,70,41.7992,-85.4192,280.37,7.2
518,Graham,1,US,1618522545,21,47.0529,-122.2943,297.04,2.57
519,Baykit,100,RU,1618522545,98,61.67,96.37,276.67,6.38
520,San Juan,0,AR,1618522545,29,-31.5375,-68.5364,299.27,4.07
521,Malanville,9,BJ,1618522546,18,11.8685,3.3899,306.28,2.48
522,Qeshm,76,IR,1618522546,73,26.9581,56.2719,299.15,4.12
523,Chu,2,KZ,1618522546,59,43.5983,73.7614,284.79,2.89
524,Gibsons,1,CA,1618522547,27,49.3997,-123.5027,292.15,0.51
525,Sacama,90,EC,1618522547,73,-3.9,-79.2667,296.15,5.14
526,Lubango,60,AO,1618522547,71,-14.9172,13.4925,288.69,1.82
527,Bagotville,6,AU,1618522548,94,-28.9833,153.4167,290.93,2.25
528,Poya,77,NC,1618522548,80,-21.35,165.15,299.53,1.36
529,Kadoshkino,100,RU,1618522548,70,54.0257,44.4191,284.26,3.21
530,Vinh,39,VN,1618522549,92,18.6667,105.6667,296.73,0.81
531,Saldanha,46,ZA,1618522549,56,-33.0117,17.9442,294.15,2.57
532,Amga,93,RU,1618522549,93,60.8953,131.9608,265.9,1.23
533,Vila Franca do Campo,40,PT,1618522352,88,37.7167,-25.4333,289.15,2.57
534,Smolenka,2,RU,1618522550,79,52.1352,113.4974,265.15,1.63
535,Vengurla,40,IN,1618522550,83,15.8667,73.6333,301.15,1.54
536,Flinders,0,AU,1618522550,54,-34.5833,150.8552,289.82,5.14
537,Berlevåg,0,NO,1618522551,87,70.8578,29.0864,275.15,7.72
538,Trat,4,TH,1618522551,99,12.5,102.5,300.37,0.37
539,Barra da Estiva,97,BR,1618522551,61,-13.6261,-41.3269,293.24,3.73
540,Circleville,90,US,1618522552,49,39.6006,-82.946,281.48,6.17
541,Guasdualito,84,VE,1618522552,63,7.2424,-70.7324,302.92,0.35
542,Northwich,69,GB,1618522552,61,53.2614,-2.5123,279.82,1.54
543,Beisfjord,90,NO,1618522553,93,68.3751,17.5988,278.15,2.06
544,Bereda,1,ES,1618522553,88,43.2686,-7.5406,278.15,4.47
545,Labuan,20,MY,1618522553,94,5.2767,115.2417,298.15,2.37
546,Portobelo,100,PA,1618522554,84,9.55,-79.65,300.37,17.88
547,Treinta y Tres,97,UY,1618522554,95,-33.2333,-54.3833,290.92,2.01
548,Salaverry,100,PE,1618522554,83,-8.2333,-78.9667,293.15,4.12
549,Lethem,40,GY,1618522555,66,3.3803,-59.7968,304.15,6.17
550,Dhidhdhoo,58,MV,1618522555,70,6.8833,73.1,301.85,1.55
551,Marsá Maţrūḩ,0,EG,1618522556,77,31.3525,27.2453,290.15,3.6
552,Antofagasta,20,CL,1618522544,68,-23.65,-70.4,291.15,5.14
553,Ugoofaaru,100,MV,1618522556,72,5.6667,73.0,301.21,2.55
